dataset_version,build_utc,acceptance_fail_n,acceptance_check_n,oversize_package_n,status,github_ready_directory
v1,2026-08-22T11:31:27.298476+00:00,0,0,0,GITHUB_READY,/content/drive/MyDrive/Teaching_PCD_Environmental_GIS/01_GitHub_ready/v1
